sci_data_set_name,sci_targname,sci_hapnum,sci_haspnum,sci_instrume,sci_aper_1234,sci_spec_1234,sci_actual_duration,sci_start_time,sci_pep_id,sci_pi_last_name,sci_ra,sci_dec,sci_refnum,sci_central_wavelength,sci_release_date,sci_stop_time,sci_preview_name,scp_scan_type,sci_hlsp,search_pos,ang_sep
IEPO0O010,PS1-13EAO-HOST,1,0,WFC3  ,UVIS2,F275W,1650.0,2021-10-24T22:45:25.570000,16741,GALBANY,52.48745311495,-28.77529070899,4,2706.4933,2021-10-25T07:50:14,2021-10-24T23:17:33.583000,IEPO0O010,,,52.4798 -28.7332,2.5573264639816093
U65R2003R,CGCG97-114,1,0,WFPC2 ,WFALL-FIX,F300W,800.0,2000-06-25T12:05:14.993000,8645,WINDHORST,176.2136898453,19.7748455487,37,2987.0,2000-06-25T15:37:54,2000-06-25T12:18:34.993000,U65R2003R,,,176.2575 19.76373,2.5620140931762716
U65R2004R,CGCG97-114,1,0,WFPC2 ,WFALL-FIX,F814W,100.0,2000-06-25T12:22:14.867000,8645,WINDHORST,176.2136898453,19.7748455487,37,8012.0,2000-06-25T15:44:19,2000-06-25T12:23:54.867000,U65R2004R,,,176.2575 19.76373,2.5620140931762716
J8DE59020,ANY,1,0,ACS   ,HRC,F555W;CLEAR2S,1842.0,2002-11-23T22:13:44.910000,9500,RIX,53.11638776762,-27.65987664748,153,5355.7642,2002-11-24T10:13:39,2002-11-23T22:54:00.200000,J8DE59020,,,53.1301 -27.6189,2.5643570376585405
U65R2001R,CGCG97-114,1,0,WFPC2 ,WFALL-FIX,F814W,100.0,2000-06-25T11:39:14.867000,8645,WINDHORST,176.2135510398,19.77488668014,37,8012.0,2000-06-25T15:42:02,2000-06-25T11:40:54.867000,U65R2001R,,,176.2575 19.76373,2.570223504720382
U65R2002R,CGCG97-114,1,0,WFPC2 ,WFALL-FIX,F300W,1000.0,2000-06-25T11:43:14.993000,8645,WINDHORST,176.2135510398,19.77488668014,37,2987.0,2000-06-25T15:42:33,2000-06-25T11:59:54.990000,U65R2002R,,,176.2575 19.76373,2.570223504720382
IC2G06010,ECDFS-8431,1,0,WFC3  ,IR,F160W,811.73578,2013-10-31T03:22:32.107000,12990,MUZZIN,53.17765041667,-27.63775833333,25,15369.176,2014-10-31T10:39:38,2013-10-31T04:02:30.027000,IC2G06010,,,53.1301 -27.6189,2.7694034222044914
U2E66501T,0816+21,1,0,WFPC2 ,PC1,F606W,500.0,1995-02-26T04:38:17.057000,5479,MALKAN,124.920420135,21.11054359935,228,5997.0,1996-02-26T17:20:07,1995-02-26T04:46:37.057000,U2E66501T,,,124.91168 21.06448,2.8067922773956133
U8ITGF01M,GOODS,1,0,WFPC2 ,WFALL-FIX,F300W,400.0,2002-11-02T10:33:17.077000,9481,GARDNER,53.07705640197,-27.63202628992,6,2987.0,2002-11-02T19:41:46,2002-11-02T10:39:57.077000,U8ITGF01M,,,53.1301 -27.6189,2.927711345177215
U8ITGH01M,GOODS,1,0,WFPC2 ,WFALL-FIX,F300W,260.0,2002-11-02T10:57:17.077000,9481,GARDNER,53.07705640197,-27.63202628992,6,2987.0,2002-11-02T19:44:34,2002-11-02T11:01:37.077000,U8ITGH01M,,,53.1301 -27.6189,2.927711345177215
U8ITGE01M,GOODS,1,0,WFPC2 ,WFALL-FIX,F300W,400.0,2002-11-02T10:21:17.077000,9481,GARDNER,53.07702016486,-27.63201306264,6,2987.0,2002-11-02T14:32:23,2002-11-02T10:27:57.077000,U8ITGE01M,,,53.1301 -27.6189,2.929353645617701
U8ITGG01M,GOODS,1,0,WFPC2 ,WFALL-FIX,F300W,260.0,2002-11-02T10:46:17.077000,9481,GARDNER,53.07702016486,-27.63201306264,6,2987.0,2002-11-02T19:43:12,2002-11-02T10:50:37.077000,U8ITGG01M,,,53.1301 -27.6189,2.929353645617701
JBEU02010,GOODS-SDW,1,0,ACS   ,WFC,CLEAR1L;F814W,1986.0,2011-03-06T06:45:32.717000,12061,FABER,53.11277795602,-27.66554568058,360,8045.5303,2011-03-06T18:09:40,2011-03-06T07:30:01.553000,JBEU02010,,14,53.1301 -27.6189,2.9462912186634997
IBTT71LEQ,ANY,0,0,WFC3  ,IR,F140W,202.936401,2013-02-03T06:34:32.617000,12568,MALKAN,9.877413860184,40.39899790481,14,13922.907,2013-02-03T12:58:26,2013-02-03T06:37:55.563000,IBTT71LEQ,,,9.8286 40.36621,2.97447482365542
IBTT72LSQ,ANY,0,0,WFC3  ,IR,F140W,202.936401,2013-02-03T07:56:23.627000,12568,MALKAN,9.877413860184,40.39899790481,14,13922.907,2013-02-03T12:58:34,2013-02-03T07:59:46.570000,IBTT72LSQ,,,9.8286 40.36621,2.97447482365542
JBY203010,ANY,1,0,ACS   ,WFC,CLEAR1L;F814W,3304.0,2012-11-30T17:33:00.943000,12866,SWINBANK,53.13043903497,-27.66870038415,30,8045.5322,2013-12-01T02:53:29,2012-11-30T19:38:56.997000,JBY203010,,,53.1301 -27.6189,2.9880773856802922
